filename,year,text
0d50116f-fe4c-4963-9768-7030b6037b01.pdf,2024,"4 
Veiligheid  en integriteit 
Veiligheid  en integriteit 
Aan de orde  is het tweeminut endebat  Veiligheid  en integri- 
teit (CD d.d. 24/04) . 
De voorzit ter: 
Aan de orde  is thans  het tweeminutendebat  Veiligheid  en 
integriteit.  Een hartelijk  woord  van welkom  aan de staatsse- 
cretaris.  We hebben  twee  sprek ers van de zijde  van de 
Kamer . De eerste is de heer  Pool van de fractie  van de PVV. "
0d7e198f-f5b1-4563-9660-30bc43ff8e0c.pdf,2024,"5 
Spoor 
Voorzit ter: Paulusma 
Spoor 
Aan de orde  is het tweeminut endebat  Spoor  (CD d.d. 
07/03) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Spoor . Ik heet de 
leden  van de Kamer  van harte welkom,  evenals  de minister 
in vak K. Ik wilde  nog even  één mededeling  vooraf  doen. "
0f519678-889a-44a4-935f-e6fbd3fe30b4.pdf,2024,"26 
Herst eloper atie kinder opvangt oeslag 
Hersteloperatie  kinderopvangtoeslag 
Aan de orde  is het tweeminut endebat  Herst eloper atie kin- 
deropvangt oeslag  (CD d.d. 19/03) . 
De voorzit ter: 
We gaan door  met het tweeminutendebat  Hersteloperatie 
kinderopvangtoeslag.  Het commissiedebat  vond plaats  op 
19 maar t. Ik geef graag  als eerste het woord  aan de heer 
Dijk van de SP, maar  niet dan nadat  ik de staatssecretaris "
1000a5a9-d059-4cff-948f-48d3a9ae9bb8.pdf,2024,"9 
Arbeidsmar ktbeleid  in de zorg 
Voorzit ter: Vermeer 
Arbeidsmarktbeleid  in de zorg 
Aan de orde  is het tweeminut endebat  Arbeidsmar ktbeleid 
in de zorg (CD d.d. 06/03) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Arbeidsmarktbeleid 
in de zorg naar  aanleiding  van het commissiedebat  op 6 
maar t. Ik geef graag  het woord  aan de eerste sprek er: de "
114b6991-5647-4586-87ec-28a91d1ea1ec.pdf,2024,"30 
Duurzaamheid  en digitaliser ing 
Duurzaamheid  en digitalisering 
Aan de orde  is het tweeminut endebat  Duurzaamheid  en 
digitaliser ing (CD d.d. 21/03) . 
De voorzit ter: 
We gaan verder  met het tweeminutendebat  Duurzaamheid 
en digitalisering,  naar  aanleiding  van een commissiedebat 
dat is gehouden  op 21 maar t. Dat debat  voeren  we met 
dezelfde  minister  als het vorige  debat.  Ik heet haar wederom "
126b8d59-8346-4c6c-8466-9f96ab7bee19.pdf,2024,"11 
Circulair e economie 
Circulaire  economie 
Aan de orde  is het tweeminut endebat  Circulair e economie 
(CD d.d. 15/02) . 
De voorzit ter: 
We gaan door  met het tweeminutendebat  Circulaire  econo- 
mie, naar  aanleiding  van het commissiedebat  van 15 
februari.  Ik wens  staatssecretaris  Heijnen  van Infrastructuur 
en Waterstaat,  de mensen  op de tribune,  de kijkers en luis- "
12f5a600-a23a-4ebd-9840-cd0f911be895.pdf,2024,"7 
Leefstijlpr eventie 
Voorzit ter: Van der Lee 
Leefstijlpreventie 
Aan de orde  is het tweeminut endebat  Leefstijlpr eventie 
(CD d.d. 16/05) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Leefstijlpreventie.  Ik 
heet de staatssecretaris  en de leden  van harte welkom  bij 
dit debat,  waarvoor acht fracties  zich hebben  ingesc hreven. "
15dc5dc3-53fc-43d8-bc74-000788c06957.pdf,2024,"5 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
De voorzit ter: 
Ik stel voor toe te voegen  aan de agenda  van de Kamer  het 
tweeminutendebat  Hersteloperatie  kinderopvangtoeslag 
(CD d.d. 19/03),  met als eerste sprek er het lid Dijk van de 
SP. 
Ik deel aan de Kamer  mee dat bij de stemmingen  op 19 "
17889716-993d-4c17-b037-d2c868f96ea9.pdf,2024,"29 
Verdienvermog en van Neder land 
Voorzit ter: Van der Lee 
Verdien vermogen  van Nederland 
Aan de orde  is het tweeminut endebat  Verdienvermog en 
van Neder land (CD d.d. 15/02) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Verdien vermogen 
van Nederland.  Ik heet de minister  van Economisc he Zaken 
van harte welkom.  Er zijn tien sprek ers van de zijde  van de "
1872c7e4-c2be-49ea-8285-0be1821b6494.pdf,2024,"6 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
De voorzit ter: 
Aan de orde  is een korte regeling  van werkzaamheden. 
Ik stel voor toe te voegen  aan de agenda  van de Kamer  het 
tweeminutendebat  Landbouw-  en Visserijraad  (CD d.d. 
17/01), met als eerste sprek er het lid Van Campen  van de 
VVD. "
187bb12e-1b1f-4595-a173-a5615246b999.pdf,2024,"3 
Raad  Buitenlandse  Zaken 
Raad Buitenlandse  Zaken 
Aan de orde  is het tweeminut endebat  Raad  Buitenlandse 
Zaken (CD d.d. 12/03) . 
De voorzit ter: 
We gaan vandaag  meer  doen  dan alleen  zwijgen;  we gaan 
ook luisteren  en sprek en. Dat doen  we als eerste bij het 
tweeminutendebat  van de RBZ,  waarvan  gisteren  het 
commissiedebat  was. Ik heb begrepen  dat u daarbij  alleen "
1ae3a0a1-2ae4-486b-a5c2-a8cd5d463495.pdf,2024,"6 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
De voorzit ter: 
Er is een korte regeling  van werkzaamheden. 
Ik stel voor de volgende  tweeminutendebat ten toe te voegen 
aan de agenda  van de Kamer: 
- Duurzaam  vervoer (CD d.d. 31/01), met als eerste sprek er 
het lid Van Houwelingen  (FVD); "
1af0af0a-07a4-4998-a4cc-5c6e5c92b91b.pdf,2024,"23 
Wadden 
Wadden 
Aan de orde  is het tweeminut endebat  Wadden  (CD d.d. 
13/03) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Wadden.  Een hartelijk 
woord  van welkom  aan de beide  bewindsper sonen.  Fijn 
dat u er bent!  Er zijn zeven  sprek ers van de zijde  van de 
Kamer . Ik geef graag  het woord  aan de heer  Tjeerd  de Groot "
1db5d321-d63f-490b-8f65-b2c7fda3f4a8.pdf,2024,"7 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
De voorzit ter: 
Ik stel voor toe te voegen  aan de agenda  van de Kamer  het 
tweeminutendebat  Staatsdeelnemingen  (CD d.d. 27/03), 
met als eerste sprek er het lid Van der Lee van GroenLinks- 
PvdA. 
Ik stel voor toe te voegen  aan de agenda  van de Kamer  het "
2293a103-d69c-4bad-a4fa-18994af2d102.pdf,2024,"7 
Terrorisme/extr emisme 
Terrorisme/extremisme 
Aan de orde  is het tweeminut endebat  Terrorisme/extr e- 
misme  (CD d.d. 19/06) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Terrorisme/extre- 
misme.  Ik heet de minister  van Justitie  en Veiligheid  van 
harte welkom.  Dat geldt  ook voor de leden  die zich hebben 
ingesc hreven.  Acht fracties  hebben  zich ingesc hreven  en "
26452fa2-4b0b-448a-b48e-323667a4532f.pdf,2024,"4 
Landbouw-  en Visser ijraad d.d. 24 juni 
2024 
Landbouw-  en Visserijraad  d.d. 24 juni 2024 
Aan de orde  is het tweeminut endebat  Landbouw-  en Vis- 
serijraad d.d. 24 juni 2024  (2150 1-32,  nr. 1655) . 
De voorzit ter: 
Iets geheel  ander s: het tweeminutendebat  Landbouw-  en 
Visserijraad.  Een hartelijk  woord  van welkom  aan de 
bewindsper soon.  Fijn u te zien.  We hebben  vijf sprek ers "
2650b1fb-e5cb-4491-b435-4ec89f47ba06.pdf,2024,"7 
Landbouw-  en Visser ijraad d.d. 27 mei 
2024 
Landbouw-  en Visserijraad  d.d. 27 mei 2024 
Aan de orde  is het tweeminut endebat  Landbouw-  en Vis- 
serijraad d.d. 27 mei 2024  (2150 1-32,  nr. 1644) . 
De voorzit ter: 
De minister  kan blijven  zitten, want we gaan door  met het 
tweeminutendebat  over de Landbouw-  en Visserijraad.  Ik 
heb nog geen  sprek erslijst,  dus ik weet  niet wie er spreekt "
26fb8719-3c5b-4124-ab8d-7ff2ad2be709.pdf,2024,"4 
Milieur aad d.d. 25 maar t 2024 
Milieuraad  d.d. 25 maar t 2024 
Aan de orde  is het tweeminut endebat  Milieur aad d.d. 25 
maar t 2024  (2150 1-08,  nr. 936). 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  over de Milieuraad 
die volgende  week  zal plaatsvinden.  Er hebben  zich van de 
zijde  van de Kamer  vijf deelnemer s voor dit debat  gemeld. 
De eerste is mevrouw  Van der Plas,  dus ik geef haar  het "
27c13085-1a56-4f70-9665-f4a406050447.pdf,2024,"8 
Discr iminatie,  racisme  en mensenr ech- 
ten 
Discriminatie,  racisme  en mensenrec hten 
Aan de orde  is het tweeminut endebat  Discr iminatie, 
racisme  en mensenr echten (CD d.d. 16/04) . 
De voorzit ter: 
We zijn nu toe aan een tweeminutendebat  over discrimina- 
tie, racisme  en mensenrec hten.  Ik heet de minister  van 
Binnenlandse  Zaken en Koninkrijksrelaties  van harte wel- "
27c23a76-7d83-4d03-a410-fdb60e47298d.pdf,2024,"6 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
De voorzit ter: 
Ik stel voor toe te voegen  aan de agenda  van de Kamer  het 
tweeminutendebat  Verkeersveiligheid,  met als eerste 
sprek er het lid Olger  van Dijk van de fractie  van Nieuw 
Sociaal  Contract. 
Op verzoek van de aanvrager  stel ik voor de volgende "
28df9e65-4494-406e-883a-edba886d4bf1.pdf,2024,"3 
Tuinbouw , visser ij en biotechnologie 
Tuinbouw , visserij  en biotec hnologie 
Aan de orde  is het tweeminut endebat  Tuinbouw , visser ij 
en biotechnologie  (CD d.d. 03/10). 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Tuinbouw , visserij 
en biotec hnologie.  Het commissiedebat  vond plaats  op 3 
oktober  jongstleden.  Wij hebben  acht deelnemer s van de 
zijde  van de Kamer , van wie er zeven  gaan sprek en. "
2b4f23f1-fa97-4b79-982e-e9c5e898f675.pdf,2024,"4 
Toezic ht en handha ving 
Toezic ht en handhaving 
Aan de orde  is het tweeminut endebat  Toezic ht en handha- 
ving (CD d.d. 13/03) . 
De voorzit ter: 
We gaan in ongeveer  dezelfde  samenstelling  door  met het 
tweeminutendebat  Toezic ht en handhaving.  De eerste 
sprek er is de heer  Van Houwelingen  namens  Forum  voor 
Democratie.  Gaat  uw gang. "
2b5eb31d-5e06-4f54-baee-65c659ec409c.pdf,2024,"4 
Circulair  bouw en 
Circulair  bouwen 
Aan de orde  is het tweeminut endebat  Circulair  bouw en 
(CD d.d. 03/04) . 
De voorzit ter: 
Inmiddels  is de minister  van Binnenlandse  Zaken aange- 
schoven. Fijn dat u bij ons bent.  Aan de orde  is thans  het 
tweeminutendebat  Circulair  bouwen.  Wij hebben  vijf men- 
sen die het woord  tot ons gaan richten.  De eerste is de heer "
2bcc6231-d537-40de-9cb8-7baab6c27dfb.pdf,2024,"3 
Zzp 
Zzp 
Aan de orde  is het tweeminut endebat  Zzp (CD d.d. 12/09) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Zzp. Ik heet de 
minister  van Sociale  Zaken en Werkgelegenheid  en de 
staatssecretaris  van Financiën  van harte welkom  in vak K. 
Uiteraard  ook een hartelijk  welkom  aan de Kamerleden  en 
de mensen  die dit debat  thuis  of op de tribune  volgen.  Ik "
2ccaedbe-c248-4b1b-8a0e-a6005393d95f.pdf,2024,"10 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
De voorzit ter: 
Dan is er nu nog even  een korte regeling  van werkzaamhe- 
den. 
Ik stel voor toe te voegen  aan de agenda  van de Kamer: 
- het tweeminutendebat  Uitwerking  passage  coalitieak- 
koord  over beschikbaar  stellen  EZK-financieringsinstrumen- "
301034f5-cacd-4e18-835a-5d5242743853.pdf,2024,"26 
Raad  Concur rentiev ermog en d.d. 23 en 
24 mei 2024 
Voorzit ter: Van der Lee 
Raad Concur rentievermogen  d.d. 23 en 24 mei 2024 
Aan de orde  is het tweeminut endebat  Raad  Concur rentie- 
vermog en d.d. 23 en 24 mei 2024  (2150 1-30,  nr. 603). 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Raad Concur rentie- 
vermogen.  Vier leden  hebben  zich ingesc hreven,  maar  één "
32119641-5981-460a-b60a-5fff1db63026.pdf,2024,"5 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
De voorzit ter: 
Ik stel voor toe te voegen  aan de agenda  van de Kamer: 
- het tweeminutendebat  Humanitaire  hulp  (CD d.d. 09/10), 
met als eerste sprek er het lid Bameng a van D66; 
- het tweeminutendebat  Post (CD d.d. 09/10), met als eerste 
sprek er het lid Kisteman  van de VVD; "
3383f976-fe1e-4b34-8369-bc280c3cecbd.pdf,2024,"32 
Marktordening  & consument enbesc her- 
ming 
Marktordening  & consumentenbesc herming 
Aan de orde  is het tweeminut endebat  Marktordening  & 
consument enbesc herming  (CD d.d. 24/04) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Marktordening  en 
consumentenbesc herming,  naar  aanleiding  van een com- 
missiedebat  dat is gehouden  op 24 april  jongstleden.  Ik "
33ddc993-f7e9-4cf5-9456-66bb9016e373.pdf,2024,"7 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
De voorzit ter: 
Ik stel voor toe te voegen  aan de agenda  van de Kamer: 
- het tweeminutendebat  Gevangeniswez en en tbs (CD d.d. 
02/10), met als eerste sprek er het lid Van Nispen  van de SP; 
- het tweeminutendebat  Mijnbouw  (CD d.d. 02/10), met 
als eerste sprek er het lid Postma  van Nieuw  Sociaal  Con- "
34fb9dc5-257b-4985-823c-1ea299350ced.pdf,2024,"27 
Externe veiligheid 
Voorzit ter: Kamming a 
Externe  veiligheid 
Aan de orde  is het tweeminut endebat  Externe veiligheid 
(CD d.d. 21/03) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Externe  veiligheid, 
naar  aanleiding  van het commissiedebat  van 21 maar t 
jongstleden.  Ik heet de staatssecretaris  van harte welkom. "
355e44a1-0a3e-472c-9634-0ecf83541ac6.pdf,2024,"23 
Wadden 
Wadden 
Aan de orde  is het tweeminut endebat  Wadden  (CD d.d. 
13/03) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Wadden.  Een hartelijk 
woord  van welkom  aan de beide  bewindsper sonen.  Fijn 
dat u er bent!  Er zijn zeven  sprek ers van de zijde  van de 
Kamer . Ik geef graag  het woord  aan de heer  Tjeerd  de Groot "
356b7dad-3bd6-42e5-a01a-fa799abe29fe.pdf,2024,"8 
Strafrechtelijke onderw erpen 
Strafrec htelijk e onderwerpen 
Aan de orde  is het tweeminut endebat  Strafrechtelijke 
onderw erpen (CD d.d. 04/09) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Strafrec htelijk e 
onderwerpen.  Ik heet de minister  van Justitie  en Veiligheid 
van harte welkom  en ook de staatssecretaris  voor Rechts- 
besc herming.  Ook een hartelijk  welkom  aan de leden  en de "
3620591f-9afd-4fd5-825e-4b63017e35d2.pdf,2024,"17 
Tweeminut endebat  Landbouw-  en Vis- 
serijraad d.d. 29 april 2024 
Tweeminutendebat  Landbouw-  en Visserijraad  d.d. 29 april 
2024 
Aan de orde  is het tweeminut endebat  Landbouw-  en Vis- 
serijraad d.d. 29 april 2024  (2150 1-32,  nr. 1637) . 
De voorzit ter: 
Dan hebben  we als laatste  debat  het tweeminutendebat 
Landbouw-  en Visserijraad.  Daarbij  is de eerste sprek er "
364d3407-9c25-4bc9-9375-255e42496b0b.pdf,2024,"4 
Veiligheid  op scholen 
Veiligheid  op scholen 
Aan de orde  is het tweeminut endebat  Veiligheid  op scholen 
(CD d.d. 15/05) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Veiligheid  op scholen, 
ook met deze minister . Namens  de Kamer  is meneer  De 
Kort de eerste sprek er. 
De heer  De Kort (VVD): "
36f92afd-ce6a-40ef-89d2-4cdd49c6eda4.pdf,2024,"3 
Mentale  gezondheid  van jong eren en 
student en 
Mentale  gezondheid  van jongeren  en studenten 
Aan de orde  is het tweeminut endebat  Mentale  gezondheid 
van jong eren en student en (CD d.d. 12/06) . 
De voorzit ter: 
We gaan meteen  aan de slag met het eerste debat  dat 
gepland  staat.  Dat is het tweeminutendebat  Mentale 
gezondheid  van jongeren  en studenten,  naar  aanleiding "
3c007497-04e4-4947-9c59-3304747bf0ef.pdf,2024,"5 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
De voorzit ter: 
Eerst houden  we een korte regeling  van werkzaamheden. 
Ik stel voor toe te voegen  aan de agenda  van de Kamer: 
- het tweeminutendebat  Rechtspraak  (CD d.d. 28/02),  met 
als eerste sprek er het lid El Abassi  van DENK; 
- het tweeminutendebat  Landbouw-  en Visserijraad  van "
3c5859f9-34d0-4f41-a6ff-41905b992f40.pdf,2024,"5 
Eurogroep/Ecofin-Raad 
Eurogroep/Ecofin-R aad 
Aan de orde  is het tweeminut endebat  Eurogroep/Ecofin- 
Raad  (CD d.d. 07/03) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Eurogroep/Ecofin- 
Raad naar  aanleiding  van een commissiedebat  dat zojuist 
is gehouden.  Daar  was aanleiding  om nog een motie  in te 
dienen,  neem  ik dan maar  aan. Dus dat hebben  we uiteraard "
3e502f56-17a7-4c3e-8f3a-0875f049091b.pdf,2024,"8 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
De voorzit ter: 
Aan de orde  is een regeling  van werkzaamheden. 
Ik stel voor toe te voegen  aan de agenda  van de Kamer: 
- het tweeminutendebat  Arbeidsmarktbeleid  (CD d.d. 
23/10), met als eerste sprek er het lid Patijn van GroenLinks- 
PvdA; "
40993d1c-f887-482d-89f7-33e41f6f7ed9.pdf,2024,"6 
Staat  van de Volkshuisv esting 
Voorzit ter: Martin Bosma 
Staat  van de Volkshuisvesting 
Aan de orde  is het tweeminut endebat  Staat  van de Volks- 
huisv esting  (CD d.d. 31/01). 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Staat  van de Volks- 
huisvesting.  Kunnen  de mensen  missc hien gewoon  even 
gaan zitten? Het commissiedebat  vond plaats  op 31 januari. "
471a78b4-b109-48ac-b911-5dade89b2f13.pdf,2024,"9 
Openbaar  vervoer en taxi 
Openbaar  vervoer en taxi 
Aan de orde  is het tweeminut endebat  Openbaar  vervoer 
en taxi (CD d.d. 17/04) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Openbaar  vervoer 
en taxi. Ik heet de minister  van Infrastructuur  en Waterstaat 
en de leden  van harte welkom.  Zes leden  hebben  zich 
ingesc hreven  voor dit tweeminutendebat. "
4797a9a2-51da-44f7-aba3-f0f57ea4a10c.pdf,2024,"4 
Acute zorg 
Acute  zorg 
Aan de orde  is het tweeminut endebat  Acute zorg (CD d.d. 
03/04) . 
De voorzit ter: 
We gaan vandaag  beginnen  met een tweeminutendebat. 
Ik heet de minister  voor Medisc he Zorg  van harte welkom, 
net als de leden  die zich hebben  ingesc hreven;  dat is een 
zestal. "
490b031b-d4bb-4584-9257-3c83775b19a5.pdf,2024,"8 
JBZ-Raad  10 en 11 oktober  2024  (alge- 
meen) 
JBZ-R aad 10 en 11 oktober  2024  (algemeen) 
Aan de orde  is het tweeminut endebat  JBZ-Raad  10 en 11 
oktober  2024  (algemeen)  (CD d.d. 09/10). 
De voorzit ter: 
Dan gaan we nu door  met het tweeminutendebat  JBZ-R aad. 
Het commissiedebat  is deze week  gehouden.  Ik meld  even 
aan de leden  dat ik geen  onderlinge  inter rupties  toesta.  Er "
490bc8e9-00a1-4043-9bf6-1ea825a36d99.pdf,2024,"7 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
De voorzit ter: 
Dan een korte regeling  van werkzaamheden. 
Ik stel voor toe te voegen  aan de agenda  van de Kamer  het 
tweeminutendebat  Toezic ht en handhaving  (CD d.d. 13/03), 
met als eerste sprek er het lid Van Houwelingen  van Forum 
voor Democratie. "
4db433dd-b6f8-4347-8c91-1d6dbc058d5a.pdf,2024,"6 
MH1 7 
MH1 7 
Aan de orde  is het tweeminut endebat  MH1 7 (CD d.d. 26/06) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  MH1 7. Ik heet de 
minister  van Buitenlandse  Zaken van harte welkom.  Dat 
geldt  ook voor de leden  die zich hebben  ingesc hreven  voor 
dit debat,  het publiek  en de mensen  die het debat  op afstand 
volgen.  Er zijn vijf leden  die zich hebben  ingesc hreven, "
51394d2f-b095-4448-8cf2-578dc7ea704d.pdf,2024,"5 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
Regeling  van werkzaamheden 
De voorzit ter: 
Ik stel voor toe te voegen  aan de agenda  van de Kamer  het 
tweeminutendebat  Nationale  veiligheid,  brandweer  en cri- 
sisbeheer sing (CD d.d. 04/06),  met als eerste sprek er het lid 
Mutluer  van GroenLinks-PvdA. 
Ook stel ik voor toe te voegen  aan de agenda  van de Kamer "
5447e7ef-25b0-4180-aa28-8b4fbaaac7bc.pdf,2024,"29 
Verdienvermog en van Neder land 
Voorzit ter: Van der Lee 
Verdien vermogen  van Nederland 
Aan de orde  is het tweeminut endebat  Verdienvermog en 
van Neder land (CD d.d. 15/02) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Verdien vermogen 
van Nederland.  Ik heet de minister  van Economisc he Zaken 
van harte welkom.  Er zijn tien sprek ers van de zijde  van de "
57b34f79-1ee5-4ac9-bdc0-5a8bdf8bab8d.pdf,2024,"7 
Rechtspr aak 
Voorzit ter: Van Vroonho ven 
Rechtspraak 
Aan de orde  is het tweeminut endebat  Rechtspr aak (CD d.d. 
28/02) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  Rechtspraak.  We 
hadden  vorige  week  op 28 februari  een commissiedebat 
daaro ver. Als eerste geef ik het woord  aan de heer El Abassi. "
58c0791e-af0e-49dd-bf36-55fc22b72dd0.pdf,2024,"11 
EU-klimaatdoel  2040 
Voorzit ter: Martin Bosma 
EU-klimaatdoel  2040 
Aan de orde  is het tweeminut endebat  EU-klimaatdoel  2040 
(CD d.d. 21/03) . 
De voorzit ter: 
Aan de orde  is het tweeminutendebat  EU-klimaatdoel  2040. 
Het commissiedebat  is zojuist  afgerond,  begrijp  ik. Een 
hartelijk  woord  van welkom  aan de minister  voor Klimaat "
