Filename,Party,Speech
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Mijnheer Van Klaveren u zoekt het randje op. Dat mag. Dat doet de minister ook. Ik heb u en de minister ruim de mogelijkheid gegeven om te reageren op elkaars standpunten. Ik stel vast dat de minister een verduidelijkende vraag heeft gesteld. U hebt gezegd dat de minister het goed heeft begrepen. De minister heeft het nog een keer herhaald. Hij heeft daarbij geen nieuwe dingen gezegd maar alleen herhaald wat hij al eerder had verwoord. Daarop hebt u nog een keer het woord gekregen. Ik stel daarom voor dat we voor dit ogenblik en voor vandaag zeggen dat deze wedstrijd is gestreden. Ik ben ervan overtuigd dat er nog vele wedstrijden zullen worden gevoerd waarin u dit punt met elkaar kunt uitvechten. Ik geef nu het woord aan de heer Voordewind.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Gaat uw gang. Gaat u verder.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Uw fractie maakt gebruik van de mogelijkheid om een tweede vraag te stellen mijnheer Omtzigt?
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik geef het woord aan de heer Dijkgraaf van de SGP voor een vraag.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,U hebt een halve minuut voor dit antwoord.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Mijnheer Voordewind ook u maakt gebruik van uw tweede vraag.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de SP de PvdD GroenLinks D66 en 50PLUS voor dit nader gewijzigde amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat het is verworpen. Ik stel vast dat door de verwerping van dit nader gewijzigde amendement de overige op stuk nr. 19 voorkomende nader gewijzigde amendementen als verworpen kunnen worden beschouwd. In stemming komt het gewijzigde amendement-Recourt (stuk nr. 20 I) tot het invoegen van een onderdeel 0A.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de SP de PvdD de PvdA GroenLinks D66 50PLUS Houwers de Groep Kuzu/Öztürk Klein de SGP de ChristenUnie en het CDA voor dit gewijzigde amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat het is aangenomen. Ik stel vast dat door de aanneming van dit gewijzigde amendement de overige op stuk nr. 20 voorkomende gewijzigde amendementen als aangenomen kunnen worden beschouwd. In stemming komt het nader gewijzigde amendement-Van Nispen (stuk nr. 16 I) tot het invoegen van een onderdeel Ba.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de SP de PvdD GroenLinks D66 50PLUS de Groep Kuzu/Öztürk en de ChristenUnie voor dit nader gewijzigde amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat het is verworpen. Ik stel vast dat door de verwerping van dit nader gewijzigde amendement de overige op stuk nr. 16 voorkomende nader gewijzigde amendementen als verworpen kunnen worden beschouwd.In stemming komt het wetsvoorstel zoals op onderdelen gewijzigd door de aanneming van de gewijzigde amendementen-Recourt (stuk nrs. 20 I tot en met IV).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de PvdA Van Vliet Houwers de Groep Kuzu/Öztürk Klein de VVD de SGP het CDA de Groep Bontes/Van Klaveren en de PVV voor dit wetsvoorstel hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat het is aangenomen. Ik stel nog vast dat het nader gewijzigde amendementSwinkels (stuk nr. 18) is vervallen ten gevolge van het aannemen van het gewijzigde amendement-Recourt (stuk nr. 20).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Dat wordt in de Handelingen opgenomen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,"De motie-Kröger (29023 nr. 470) is in die zin gewijzigd dat zij thans is ondertekend door de leden Kröger Postma en Beckerman en luidt: Motie De Kamer gehoord de beraadslaging constaterende dat er huishoudens zijn waarvan de energierekening is gestegen sinds ze zijn aangesloten op warmtenetten; constaterende dat daarmee beloftes aan huishoudens zijn verbroken en woningbouwcoöperaties door onzekerheid steeds vaker afzien van een warmtenet; constaterende dat het maximale warmtetarief voor huishoudens nu bijvoorbeeld mede wordt bepaald door de energiebelasting op gas en zeer hoge aangenomen kosten voor een cv-aansluiting en zonder rekening te houden met woningoppervlak; overwegende dat deze situatie funest is voor het draagvlak voor warmtenetten en voor de energietransitie; overwegende dat de behandeling van de Warmtewet nog op zich laat wachten; verzoekt de regering om dit jaar samen met TNO en/of andere daarvoor geschikte partijen de methodiek waarop het ""niet meer dan anders""-principe wordt bepaald aan te passen op een reële en rechtvaardige wijze; verzoekt de regering om de Kamer een zo gedetailleerd mogelijk inzicht te geven van de reële kosten van en tarifering door warmteleveranciers en gaat over tot de orde van de dag. Zij krijgt nr. 488 was nr. 470 (29023).Ik stel vast dat wij hier nu over kunnen stemmen. In stemming komt de gewijzigde motie-Kröger c.s. (29023 nr. 488 was nr. 470)."
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de leden van de fracties van de SP GroenLinks-PvdA de PvdD DENK Volt D66 NSC de VVD de ChristenUnie de SGP BBB JA21 en de PVV voor deze gewijzigde motie hebben gestemd en de leden van de overige fracties ertegen zodat zij is aangenomen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Heel goed. Ik zal het stenogram van dit deel van de vergadering doorgeleiden naar het kabinet. Ik schors enkele ogenblikken en dan gaan we naar de regeling van werkzaamheden. De vergadering wordt enkele ogenblikken geschorst.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Nu zijn we toe aan het vervolg van het debat over de Wet implementatie EU-richtlijn ... Nee sorry. Dat is van gisteren. Het gaat om de Uitvoeringswet digitaledienstenverordening. We zijn toe aan de eerste termijn van de zijde van de regering. De algemene beraadslaging wordt hervat.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik geef het woord aan de minister van Economische Zaken.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Heel fijn.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,De minister vervolgt zijn betoog en gaat naar het tweede blokje denk ik.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Nee? Jammer.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,En uw vraag? De interrupties worden te lang.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,De minister vervolgt zijn betoog.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Die wil nog een interruptie plaatsen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,De minister vervolgt zijn betoog.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Graag.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,"Het is ""mevrouw Kathmann""."
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,De minister vervolgt zijn betoog.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Is dat het laatste blokje?
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Er moeten ook nog amendementen worden geapprecieerd. Ik zeg even tegen de leden: we hebben het begin van de Algemene Financiële Beschouwingen al een uur uitgesteld in het schema. We moeten nog een hele tweede termijn doen. Ik doe dus een klemmend beroep op u om niet meer te veel te interrumperen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Dat hoeft u niet te zeggen. Ik zei: ik doe een klemmend beroep op u.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Wat vinden de anderen daarvan? Is er haast bij deze wetgeving? Ik zie niemand hier bezwaar tegen maken dus misschien is dat een idee. Misschien wil de minister hier ook zelf nog iets over zeggen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Oké. Ik stel voor dat de minister zijn termijn afmaakt en dan kijken we even opnieuw of we de tweede termijn nu nog plenair doen of dat we die uitstellen. Dat hangt ook echt af van uw eigen gedrag in termen van interrupties. De minister.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Afrondend op dit punt.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Het is duidelijk.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,De minister vervolgt zijn betoog.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Nee niet afrondend. U heeft tot vier keer achter elkaar ... U krijgt nog een tweede termijn. Ik geef nu de minister het woord.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,De minister heeft het woord.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,U bent mij in die zin voor. Ik ga gewoon een voorstel doen en ik ga er ook geen discussie meer over openen want de Kamer was net verdeeld en dat zal niet zo heel veel veranderd zijn. Ik heb geconstateerd dat de minister meerdere toezeggingen heeft gedaan om in de tweede termijn op terug te komen. Hij heeft de amendementen ook nog niet geapprecieerd. Ik stel voor dat dat schriftelijk gebeurt. Ik heb met de Griffie overlegd; we gaan bezien of volgende week al een plenair vervolg mogelijk is en anders zo snel mogelijk daarna want ik snap ook dat er haast bij geboden is. Maar we gaan het vandaag niet plenair afmaken want het lukt dan onmogelijk om vandaag op een normaal tijdstip klaar te komen met elkaar. De discussie daarover ga ik nu niet voeren. We stoppen het debat nu en de tweede termijn wordt zo spoedig mogelijk plenair ingeroosterd. Dan gaan we nu schorsen en dan kunnen we dadelijk verdergaan met de Algemene Financiële Beschouwingen. De voorzitter gaat hierover want er is op dit moment voor beide kanten geen duidelijke meerderheid. Ik heb nu besloten. De algemene beraadslaging wordt geschorst. De vergadering wordt van 14.47 uur tot 14.53 uur geschorst.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de leden van de fracties van de SP de PvdA GroenLinks DENK 50PLUS D66 en de ChristenUnie voor deze gewijzigde motie hebben gestemd en de leden van de overige fracties ertegen zodat zij is verworpen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de PvdD de PvdA GroenLinks D66 50PLUS Van Vliet Houwers de Groep Kuzu/Öztürk Klein de VVD de SGP de ChristenUnie het CDA en de Groep Bontes/Van Klaveren voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat zij is aangenomen. In stemming komt de motie-Lucas (31524 nr. 279).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de SP de PvdD GroenLinks Van Vliet Houwers de Groep Kuzu/Öztürk Klein de VVD de ChristenUnie de Groep Bontes/Van Klaveren en de PVV voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat zij is aangenomen. In stemming komt de motie-Lucas (31524 nr. 280).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de PvdD Van Vliet Houwers de Groep Kuzu/Öztürk Klein de VVD de ChristenUnie de Groep Bontes/Van Klaveren en de PVV voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat zij is verworpen. In stemming komt de motie-Siderius/Jasper van Dijk (31524 nr. 282).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de SP de PvdD GroenLinks D66 de Groep Bontes/Van Klaveren en de PVV voor deze motie hebben gestemd ende aanwezige leden van de overige fracties ertegen zodat zij is verworpen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Op verzoek van mevrouw Kuiken stel ik voor haar motie (32500-XII nr. 88) en haar motie (32500-XII nr. 86) van de agenda af te voeren. Daartoe wordt besloten. In stemming komt de motie-Verhoeven/De Boer (32500XII nr. 78).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de SP de PvdD de PvdA GroenLinks D66 de VVD de SGP de ChristenUnie en het CDA voor deze motie hebben gestemd en de aanwezige leden van de fractie van de PVV ertegen zodat zij is aangenomen. In stemming komt de motie-Verhoeven/Kuiken (32500-XII nr. 79).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de SP de PvdD de PvdA GroenLinks D66 de SGP de ChristenUnie en het CDA voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat zij is aangenomen. In stemming komt de motie-Paulus Jansen (32500-XII nr. 81).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fractie van de SP voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat zij is verworpen. In stemming komt de motie-Paulus Jansen (32500-XII nr. 82).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de SP de PvdD de PvdA GroenLinks en de ChristenUnie voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat zij is verworpen. In stemming komt de motie-Van Tongeren (32500-XII nr. 83).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de SP de PvdD GroenLinks en D66 voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat zij is verworpen. In stemming komt de motie-Van Tongeren (32500-XII nr. 84).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de SP de PvdD de PvdA en GroenLinks voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat zij is verworpen. In stemming komt de motie-Kuiken c.s. (32500-XII nr. 85).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de SP de PvdD de PvdA GroenLinks D66 en de ChristenUnie voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat zij is verworpen. In stemming komt de motie Kuiken (32500-XII nr. 87).
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik constateer dat de aanwezige leden van de fracties van de PvdD de PvdA en GroenLinks voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen zodat zij is verworpen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Mijnheer Ten Broeke u hebt wat meer tijd gebruikt. Ik zal dat verrekenen met uw tweede ronde.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VOORZITTER,Ik dank de minister voor de beantwoording.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,CDA,"Dank u wel voorzitter. Het aantal huishoudens dat afhankelijk is van de voedselbank in onze hoofdstad is verdubbeld. Een artikel van de Volkskrant kopte dan ook: ""Veel schaamte in de rij voor eten"". Een verdubbeling van het aantal! In het artikel wordt heel erg ingegaan op het bereiken van kwetsbare groepen maar is dat eigenlijk nog zo? Ik las het verhaal van Sandra die zestien jaar rector is geweest op een middelbare school. Ze wilde haar talenten inzetten voor andere scholen maar door corona liepen haar opdrachten weg en ze moet nu een beroep doen op de voedselbank. Is er ondertussen niet sprake van een domino-effect zodat niet alleen kwetsbare groepen maar ook steeds meer groepen die wij voorheen rekenden tot middeninkomens misschien zelfs tot hogere middeninkomens nu een beroep moeten doen op de voedselbank? Hebben wij daarvan een totaaloverzicht dus niet alleen over Amsterdam maar voor heel Nederland? Het artikel gaat in op Amsterdam omdat door de horeca en door de culturele instellingen het beroep daar misschien groter is. Hoe staat het met de 4 miljoen die het kabinet heeft uitgereikt? Is dat voldoende? Mijn fractie zou heel graag willen weten of er ook speciale aandacht is voor kinderen die in armoede terecht zijn gekomen. Ik hoop dat de staatssecretaris daar antwoord op kan geven voorzitter."
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,CDA,Dank u wel voorzitter en ik wil ook de staatssecretaris bedanken voor zijn antwoorden. Voor ons blijft er nog wel een enorme puzzel zitten want als wij zien dat er jaarlijks bijvoorbeeld in 2019 een mooi economisch jaar 74 miljoen door de voedselbanken is opgehaald om te verdelen onder 151.000 huishoudens en als we nu zien dat het een verdubbeling is en als we horen van die 4 miljoen die nog niet is aangesproken dan vragen wij ons af: lukt dat nou wel? Dat is ook de reden waarom wij samen met de ChristenUnie een initiatiefnota aan het schrijven zijn die bijna aan afronding toe is. Lukt het ons nog om al die groepen te bereiken? Ik lees natuurlijk ook over dat noodpakket maar hoe komt dat nu terecht bij voedselbanken? Dat is het eerste waar ik toch nog iets meer duiding over wil hebben en met name ook over de kinderen die in armoede zijn terechtgekomen. Maar ten tweede het punt van schaamte. Er is een campagne dat hebben we natuurlijk ook gehoord. Ik denk dat dat natuurlijk een campagne was om die voedselbanken beter te bereiken. Maar die schaamte zelf hoe kunnen we die als samenleving nu eigenlijk wegnemen want het kan toch geen punt zijn dat je je daarvoor moet schamen? En worden hierbij bijvoorbeeld ook scholen ingezet om ervoor te kunnen zorgen dat er geen schaamte meer is? Want ook hierover heb ik toch echt wel een aangrijpend verhaal gehoord waarin kinderen soms zitten te vechten om het voedsel dat weggeworpen wordt door andere kinderen die dan zeggen: ik haal wel even een broodje kroket zodat jij de boterhammen kunt gebruiken. Ik wil toch niet dat we naar zo'n samenleving toe moeten.Van 't Wout: Nee dat moeten we zeker niet willen. Overigens is ons beeld — en wij spreken veel met voedselbanken juist om daar ook continu de signalen op te halen — dat het qua budgetten op dit moment toereikend is. Maar wij blijven daarbovenop zitten en die 4 miljoen euro staat gewoon. Dan nog op het punt van de schaamte. Ik heb zelf met een aantal ambassadeurs daarvan mogen spreken. Ik vond dat heel dapper want dat zijn eigenlijk juist het soort voorbeelden die u noemt: mensen die een baan hadden met een middeninkomen of zelfs daarboven die een onderneming hadden en in één keer helemaal afglijden naar een heel erg laag inkomen. Zij gaven daar vooral het belang aan van je uitspreken hulp durven vragen en ook om dat tijdig te doen. Want dat weet u natuurlijk ook: de ervaring is dat als je mensen te lang in schulden laat zitten de problematiek exponentieel groeit. Maar weet u wat ik zal doen? Ik zal in het volgende overleg dat wij hebben met de voedselbanken ook hun nog eens vragen wat hun ideeën zijn om de mensen die het nodig hebben schaamte niet in de weg te laten staan om bij hen aan te kloppen en vooral ook juist — denk ik want dat motiveert ook mij zeer — voor de positie van die kinderen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,CDA,Ten slotte afrondend. Ik dank de staatssecretaris nogmaals voor zijn antwoorden en ook voor zijn acties. In de motie die de heer Bruins samen met mevrouw Palland heeft ingediend ging het ook over aanvullende maatregelen. Ik hoor nu een heel aantal maatregelen die genomen zijn maar ziet de staatssecretaris voor zich dat er in de komende periode zeker ook in de loop van volgend jaar meer maatregelen nodig zijn? Dan denk ik ook aan een aantal sectoren en aan mensen die er nu in terechtkomen die we eerder niet hebben gezien. Ik denk aan horeca of culturele instellingen aan mensen die eigenlijk altijd heel goed in staat zijn geweest om hun eigen broek op te houden. Moet daar niet speciaal beleid op worden gericht? Van 't Wout: Dan verwijs ik terug naar het steun- en herstelpakket inclusief de 14 miljard euro aan flankerend sociaal beleid. U heeft dat allemaal gezien. We moeten overigens vooral inzetten op het voorkomen dat mensen in deze positie komen. Dat zal de heer Slootweg met mij eens zijn. We moeten zorgen dat ze hun baan gewoon houden. Dat zijn we nu allemaal aan het uitwerken. Voor een deel zult u dat alweer bij Prinsjesdag zien. En dan for the long run: dat zijn natuurlijk een beetje als-danvragen. Niemand weet precies waar we over een jaar staan maar het kabinet en ikzelf zullen continu kijken of wat we doen voldoende is. Als er bijgeschakeld moet worden dan moeten we daarover in gesprek.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,CDA,De Hoge Commissaris voor de Mensenrechten van de VN Navi Pillay maakt zich grote zorgen over de mensenrechten in Egypte. Op dezelfde zondag dat er een bedrag van 5 miljard dat wel degelijk bevroren was en waar nu dus de bevriezing van afgehaald is beschikbaar gesteld wordt aan Egypte wordt een koptisch gezin vijftien jaar de cel ingegooid omdat het zich bekeerd heeft. En de zeven ambtenaren die dat opgeschreven hebben mogen allemaal vijf jaar de gevangenis in. Welk concreet telefoongesprek heeft de minister die altijd zo voor mensenrechten is gevoerd met de heer Van Rompuy of met lady Ashton met ook maar één vraag en één voorwaarde van verbetering van mensenrechten waarvan hij zegt dat ze bevorderd moeten worden?
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,CDA,Ik wil een punt van orde maken: de gelden waren bevroren.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,CDA,Dat snap ik niet helemaal. We hebben ook een beleidsregel boetebeleid. Die geldt ook voor de ACM. Het gaat om algemene kaders. De suggestie die de minister wekt namelijk dat hij op die manier direct invloed zou kunnen uitoefenen klopt volgens mij niet conform de algemene kaders die we op deze manier stellen. Ik zou toch willen vragen of we dit punt even kunnen verdiepen. Dat kan ook in de tweede termijn maar volgens mij klopt dit niet helemaal.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,CDA,Laat ik de vraag anders stellen. Is de minister van mening dat hij door middel van de beleidsregel boetebeleid ook invloed uitoefent op de wijze waarop de ACM haar onafhankelijke taak uitvoert?
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,CDA,Daar sluit ik mij bij aan. Het is natuurlijk belangrijk dat we wetgeving goed doen. Tegelijkertijd is dit een uitvoeringswet en hebben we het over heel veel gehad dat buiten de orde van deze wet valt. Daarvoor moeten we naar onszelf kijken als Kamerleden. Ik zou willen voorstellen om het gewoon vandaag af te ronden. Ik denk ook dat dat prima moet kunnen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,CDA,Zouden we naar de mening van deze minister kunnen zeggen dat het verspreiden van iets onder 200.000 mensen gelijkstaat aan het verspreiden van iets onder het publiek?
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,CDA,"Dan kunnen we toch concluderen dat hier gewoon een witte vlek zit in de DSA? Want als 200.000 mensen informatie ontvangen staat dat los van welke definitie je hanteert in de praktijk natuurlijk gewoon gelijk aan iets op een openbaar medium plaatsen. Daarmee kom ik heel even terug op mijn interruptiedebatje met de heer Six Dijkstra: zouden we voor dit probleem dan niet toch moeten nadenken over een nationale of internationale oplossing zodat we op dit punt niet stilzitten? Of we dat nou ""een actieplan"" noemen of wat dan ook ik denk dat we hier toch iets mee moeten.Ik ben benieuwd of de minister daartoe bereid is of dat we hem eventueel een handje kunnen helpen."
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,CDA,Nu de ogen van de wereld gericht zijn op de gruwelen in Syrië laat de situatie in Libië zien dat het daar allerminst veilig is en dat er nog onvoldoende sprake is van een centraal gezag dat datgene kan doen wat in het hele land behoort te gebeuren namelijk het gezag handhaven. Kan de minister aangeven op welke wijze de internationale gemeenschap op dit moment probeert om het wettige gezag in Libië te ondersteunen?
